   1.0000000e+00	   1.3325000e+02	
   2.0000000e+00	   1.3326000e+02	
   3.0000000e+00	   1.3329000e+02	
   4.0000000e+00	   1.3302000e+02	
   5.0000000e+00	   1.3359000e+02	
   6.0000000e+00	   1.3344000e+02	
   7.0000000e+00	   1.3330000e+02	
   8.0000000e+00	   1.3358000e+02	
   9.0000000e+00	   1.3318000e+02	
   1.0000000e+01	   1.3339000e+02	
   1.1000000e+01	   1.3337000e+02	
   1.2000000e+01	   1.3344000e+02	
   1.3000000e+01	   1.3344000e+02	
   1.4000000e+01	   1.3329000e+02	
   1.5000000e+01	   1.3340000e+02	
   1.6000000e+01	   1.3338000e+02	
   1.7000000e+01	   1.3348000e+02	
   1.8000000e+01	   1.3354000e+02	
   1.9000000e+01	   1.3354000e+02	
   2.0000000e+01	   1.3329000e+02	
   2.1000000e+01	   1.3341000e+02	
   2.2000000e+01	   1.3324000e+02	
   2.3000000e+01	   1.3326000e+02	
   2.4000000e+01	   1.3340000e+02	
   2.5000000e+01	   1.3360000e+02	
   2.6000000e+01	   1.3330000e+02	
   2.7000000e+01	   1.3345000e+02	
   2.8000000e+01	   1.3337000e+02	
   2.9000000e+01	   1.3355000e+02	
   3.0000000e+01	   1.3326000e+02	
   3.1000000e+01	   1.3340000e+02	
   3.2000000e+01	   1.3347000e+02	
   3.3000000e+01	   1.3354000e+02	
   3.4000000e+01	   1.3360000e+02	
   3.5000000e+01	   1.3341000e+02	
   3.6000000e+01	   1.3321000e+02	
   3.7000000e+01	   1.3330000e+02	
   3.8000000e+01	   1.3326000e+02	
   3.9000000e+01	   1.3371000e+02	
   4.0000000e+01	   1.3332000e+02	
   4.1000000e+01	   1.3350000e+02	
   4.2000000e+01	   1.3337000e+02	
   4.3000000e+01	   1.3352000e+02	
   4.4000000e+01	   1.3330000e+02	
   4.5000000e+01	   1.3322000e+02	
   4.6000000e+01	   1.3322000e+02	
   4.7000000e+01	   1.3346000e+02	
   4.8000000e+01	   1.3338000e+02	
   4.9000000e+01	   1.3337000e+02	
   5.0000000e+01	   1.3358000e+02	
   5.1000000e+01	   1.3344000e+02	
   5.2000000e+01	   1.3343000e+02	
   5.3000000e+01	   1.3361000e+02	
   5.4000000e+01	   1.3330000e+02	
   5.5000000e+01	   1.3349000e+02	
   5.6000000e+01	   1.3351000e+02	
   5.7000000e+01	   1.3337000e+02	
   5.8000000e+01	   1.3343000e+02	
   5.9000000e+01	   1.3325000e+02	
   6.0000000e+01	   1.3325000e+02	
   6.1000000e+01	   1.3341000e+02	
   6.2000000e+01	   1.3349000e+02	
   6.3000000e+01	   1.3374000e+02	
