   1.0000000e+00	   1.3341100e+02	
   2.0000000e+00	   1.3343700e+02	
   3.0000000e+00	   1.3335500e+02	
   4.0000000e+00	   1.3341700e+02	
   5.0000000e+00	   1.3340600e+02	
   6.0000000e+00	   1.3337400e+02	
   7.0000000e+00	   1.3339100e+02	
   8.0000000e+00	   1.3340700e+02	
   9.0000000e+00	   1.3347200e+02	
   1.0000000e+01	   1.3345500e+02	
   1.1000000e+01	   1.3337300e+02	
   1.2000000e+01	   1.3346100e+02	
   1.3000000e+01	   1.3341500e+02	
   1.4000000e+01	   1.3339900e+02	
   1.5000000e+01	   1.3341400e+02	
   1.6000000e+01	   1.3339600e+02	
   1.7000000e+01	   1.3339800e+02	
   1.8000000e+01	   1.3343000e+02	
   1.9000000e+01	   1.3342800e+02	
   2.0000000e+01	   1.3342800e+02	
   2.1000000e+01	   1.3341300e+02	
   2.2000000e+01	   1.3337600e+02	
   2.3000000e+01	   1.3341400e+02	
   2.4000000e+01	   1.3343300e+02	
   2.5000000e+01	   1.3341000e+02	
   2.6000000e+01	   1.3342100e+02	
   2.7000000e+01	   1.3341500e+02	
   2.8000000e+01	   1.3339400e+02	
   2.9000000e+01	   1.3340600e+02	
   3.0000000e+01	   1.3338400e+02	
   3.1000000e+01	   1.3341800e+02	
